Fra_dato;Til_dato;Maengde;Maaleenhed
10-10-2020 18:00:00;10-10-2020 19:00:00;0;KWH
10-10-2020 19:00:00;10-10-2020 20:00:00;0;KWH
10-10-2020 20:00:00;10-10-2020 21:00:00;0;KWH
10-10-2020 21:00:00;10-10-2020 22:00:00;0;KWH
10-10-2020 22:00:00;10-10-2020 23:00:00;0;KWH
10-10-2020 23:00:00;11-10-2020 00:00:00;0;KWH
11-10-2020 00:00:00;11-10-2020 01:00:00;0;KWH
11-10-2020 01:00:00;11-10-2020 02:00:00;0;KWH
11-10-2020 02:00:00;11-10-2020 03:00:00;0;KWH
11-10-2020 03:00:00;11-10-2020 04:00:00;0;KWH
11-10-2020 04:00:00;11-10-2020 05:00:00;0;KWH
11-10-2020 05:00:00;11-10-2020 06:00:00;0;KWH
11-10-2020 06:00:00;11-10-2020 07:00:00;0;KWH
11-10-2020 07:00:00;11-10-2020 08:00:00;0;KWH
11-10-2020 08:00:00;11-10-2020 09:00:00;0.185;KWH
11-10-2020 09:00:00;11-10-2020 10:00:00;0.527;KWH
11-10-2020 10:00:00;11-10-2020 11:00:00;1.404;KWH
11-10-2020 11:00:00;11-10-2020 12:00:00;1.584;KWH
11-10-2020 12:00:00;11-10-2020 13:00:00;1.793;KWH
11-10-2020 13:00:00;11-10-2020 14:00:00;1.544;KWH
11-10-2020 14:00:00;11-10-2020 15:00:00;1.702;KWH
11-10-2020 15:00:00;11-10-2020 16:00:00;1.175;KWH
11-10-2020 16:00:00;11-10-2020 17:00:00;0.349;KWH
11-10-2020 17:00:00;11-10-2020 18:00:00;0.093;KWH
11-10-2020 18:00:00;11-10-2020 19:00:00;0;KWH
11-10-2020 19:00:00;11-10-2020 20:00:00;0;KWH
11-10-2020 20:00:00;11-10-2020 21:00:00;0;KWH
11-10-2020 21:00:00;11-10-2020 22:00:00;0;KWH
11-10-2020 22:00:00;11-10-2020 23:00:00;0;KWH
11-10-2020 23:00:00;12-10-2020 00:00:00;0;KWH
12-10-2020 00:00:00;12-10-2020 01:00:00;0;KWH
12-10-2020 01:00:00;12-10-2020 02:00:00;0;KWH
12-10-2020 02:00:00;12-10-2020 03:00:00;0;KWH
12-10-2020 03:00:00;12-10-2020 04:00:00;0;KWH
12-10-2020 04:00:00;12-10-2020 05:00:00;0;KWH
12-10-2020 05:00:00;12-10-2020 06:00:00;0;KWH
12-10-2020 06:00:00;12-10-2020 07:00:00;0;KWH
12-10-2020 07:00:00;12-10-2020 08:00:00;0.003;KWH
12-10-2020 08:00:00;12-10-2020 09:00:00;0.066;KWH
12-10-2020 09:00:00;12-10-2020 10:00:00;0.992;KWH
12-10-2020 10:00:00;12-10-2020 11:00:00;0.864;KWH
12-10-2020 11:00:00;12-10-2020 12:00:00;1.028;KWH
12-10-2020 12:00:00;12-10-2020 13:00:00;1.284;KWH
12-10-2020 13:00:00;12-10-2020 14:00:00;0.706;KWH
12-10-2020 14:00:00;12-10-2020 15:00:00;0.273;KWH
12-10-2020 15:00:00;12-10-2020 16:00:00;1.141;KWH
12-10-2020 16:00:00;12-10-2020 17:00:00;0.613;KWH
12-10-2020 17:00:00;12-10-2020 18:00:00;0.023;KWH
12-10-2020 18:00:00;12-10-2020 19:00:00;0;KWH
12-10-2020 19:00:00;12-10-2020 20:00:00;0;KWH
12-10-2020 20:00:00;12-10-2020 21:00:00;0;KWH
12-10-2020 21:00:00;12-10-2020 22:00:00;0;KWH
12-10-2020 22:00:00;12-10-2020 23:00:00;0;KWH
12-10-2020 23:00:00;13-10-2020 00:00:00;0;KWH
13-10-2020 00:00:00;13-10-2020 01:00:00;0;KWH
13-10-2020 01:00:00;13-10-2020 02:00:00;0;KWH
13-10-2020 02:00:00;13-10-2020 03:00:00;0;KWH
13-10-2020 03:00:00;13-10-2020 04:00:00;0;KWH
13-10-2020 04:00:00;13-10-2020 05:00:00;0;KWH
13-10-2020 05:00:00;13-10-2020 06:00:00;0;KWH
13-10-2020 06:00:00;13-10-2020 07:00:00;0;KWH
13-10-2020 07:00:00;13-10-2020 08:00:00;0.006;KWH
13-10-2020 08:00:00;13-10-2020 09:00:00;0.23;KWH
13-10-2020 09:00:00;13-10-2020 10:00:00;0.772;KWH
13-10-2020 10:00:00;13-10-2020 11:00:00;0.799;KWH
13-10-2020 11:00:00;13-10-2020 12:00:00;0.723;KWH
13-10-2020 12:00:00;13-10-2020 13:00:00;1.211;KWH
13-10-2020 13:00:00;13-10-2020 14:00:00;1.776;KWH
13-10-2020 14:00:00;13-10-2020 15:00:00;1.561;KWH
13-10-2020 15:00:00;13-10-2020 16:00:00;0.922;KWH
13-10-2020 16:00:00;13-10-2020 17:00:00;0.533;KWH
13-10-2020 17:00:00;13-10-2020 18:00:00;0.066;KWH
13-10-2020 18:00:00;13-10-2020 19:00:00;0.001;KWH
13-10-2020 19:00:00;13-10-2020 20:00:00;0;KWH
13-10-2020 20:00:00;13-10-2020 21:00:00;0;KWH
13-10-2020 21:00:00;13-10-2020 22:00:00;0;KWH
13-10-2020 22:00:00;13-10-2020 23:00:00;0;KWH
13-10-2020 23:00:00;14-10-2020 00:00:00;0;KWH
14-10-2020 00:00:00;14-10-2020 01:00:00;0;KWH
14-10-2020 01:00:00;14-10-2020 02:00:00;0;KWH
14-10-2020 02:00:00;14-10-2020 03:00:00;0;KWH
14-10-2020 03:00:00;14-10-2020 04:00:00;0;KWH
14-10-2020 04:00:00;14-10-2020 05:00:00;0;KWH
14-10-2020 05:00:00;14-10-2020 06:00:00;0;KWH
14-10-2020 06:00:00;14-10-2020 07:00:00;0;KWH
14-10-2020 07:00:00;14-10-2020 08:00:00;0;KWH
14-10-2020 08:00:00;14-10-2020 09:00:00;0.113;KWH
14-10-2020 09:00:00;14-10-2020 10:00:00;0.619;KWH
14-10-2020 10:00:00;14-10-2020 11:00:00;0.774;KWH
14-10-2020 11:00:00;14-10-2020 12:00:00;1.104;KWH
14-10-2020 12:00:00;14-10-2020 13:00:00;2.016;KWH
14-10-2020 13:00:00;14-10-2020 14:00:00;1.384;KWH
14-10-2020 14:00:00;14-10-2020 15:00:00;0.367;KWH
14-10-2020 15:00:00;14-10-2020 16:00:00;0.282;KWH
14-10-2020 16:00:00;14-10-2020 17:00:00;0.143;KWH
14-10-2020 17:00:00;14-10-2020 18:00:00;0.064;KWH
14-10-2020 18:00:00;14-10-2020 19:00:00;0;KWH
14-10-2020 19:00:00;14-10-2020 20:00:00;0;KWH
14-10-2020 20:00:00;14-10-2020 21:00:00;0;KWH
14-10-2020 21:00:00;14-10-2020 22:00:00;0;KWH
14-10-2020 22:00:00;14-10-2020 23:00:00;0;KWH
14-10-2020 23:00:00;15-10-2020 00:00:00;0;KWH
15-10-2020 00:00:00;15-10-2020 01:00:00;0;KWH
15-10-2020 01:00:00;15-10-2020 02:00:00;0;KWH
15-10-2020 02:00:00;15-10-2020 03:00:00;0;KWH
15-10-2020 03:00:00;15-10-2020 04:00:00;0;KWH
15-10-2020 04:00:00;15-10-2020 05:00:00;0;KWH
15-10-2020 05:00:00;15-10-2020 06:00:00;0;KWH
15-10-2020 06:00:00;15-10-2020 07:00:00;0;KWH
15-10-2020 07:00:00;15-10-2020 08:00:00;0;KWH
15-10-2020 08:00:00;15-10-2020 09:00:00;0.123;KWH
15-10-2020 09:00:00;15-10-2020 10:00:00;0.831;KWH
15-10-2020 10:00:00;15-10-2020 11:00:00;1.103;KWH
15-10-2020 11:00:00;15-10-2020 12:00:00;1.577;KWH
15-10-2020 12:00:00;15-10-2020 13:00:00;1.954;KWH
15-10-2020 13:00:00;15-10-2020 14:00:00;1.94;KWH
15-10-2020 14:00:00;15-10-2020 15:00:00;1.435;KWH
15-10-2020 15:00:00;15-10-2020 16:00:00;1.21;KWH
15-10-2020 16:00:00;15-10-2020 17:00:00;0.487;KWH
15-10-2020 17:00:00;15-10-2020 18:00:00;0.046;KWH
15-10-2020 18:00:00;15-10-2020 19:00:00;0;KWH
15-10-2020 19:00:00;15-10-2020 20:00:00;0;KWH
15-10-2020 20:00:00;15-10-2020 21:00:00;0;KWH
15-10-2020 21:00:00;15-10-2020 22:00:00;0;KWH
15-10-2020 22:00:00;15-10-2020 23:00:00;0;KWH
15-10-2020 23:00:00;16-10-2020 00:00:00;0;KWH
16-10-2020 00:00:00;16-10-2020 01:00:00;0;KWH
16-10-2020 01:00:00;16-10-2020 02:00:00;0;KWH
16-10-2020 02:00:00;16-10-2020 03:00:00;0;KWH
16-10-2020 03:00:00;16-10-2020 04:00:00;0;KWH
16-10-2020 04:00:00;16-10-2020 05:00:00;0;KWH
16-10-2020 05:00:00;16-10-2020 06:00:00;0;KWH
16-10-2020 06:00:00;16-10-2020 07:00:00;0;KWH
16-10-2020 07:00:00;16-10-2020 08:00:00;0;KWH
16-10-2020 08:00:00;16-10-2020 09:00:00;0.103;KWH
16-10-2020 09:00:00;16-10-2020 10:00:00;0.74;KWH
16-10-2020 10:00:00;16-10-2020 11:00:00;1.297;KWH
16-10-2020 11:00:00;16-10-2020 12:00:00;1.638;KWH
16-10-2020 12:00:00;16-10-2020 13:00:00;1.805;KWH
16-10-2020 13:00:00;16-10-2020 14:00:00;1.574;KWH
16-10-2020 14:00:00;16-10-2020 15:00:00;0.344;KWH
16-10-2020 15:00:00;16-10-2020 16:00:00;0.21;KWH
16-10-2020 16:00:00;16-10-2020 17:00:00;0.085;KWH
16-10-2020 17:00:00;16-10-2020 18:00:00;0.019;KWH
16-10-2020 18:00:00;16-10-2020 19:00:00;0;KWH
16-10-2020 19:00:00;16-10-2020 20:00:00;0;KWH
16-10-2020 20:00:00;16-10-2020 21:00:00;0;KWH
16-10-2020 21:00:00;16-10-2020 22:00:00;0;KWH
16-10-2020 22:00:00;16-10-2020 23:00:00;0;KWH
16-10-2020 23:00:00;17-10-2020 00:00:00;0;KWH
17-10-2020 00:00:00;17-10-2020 01:00:00;0;KWH
17-10-2020 01:00:00;17-10-2020 02:00:00;0;KWH
17-10-2020 02:00:00;17-10-2020 03:00:00;0;KWH
17-10-2020 03:00:00;17-10-2020 04:00:00;0;KWH
17-10-2020 04:00:00;17-10-2020 05:00:00;0;KWH
17-10-2020 05:00:00;17-10-2020 06:00:00;0;KWH
17-10-2020 06:00:00;17-10-2020 07:00:00;0;KWH
17-10-2020 07:00:00;17-10-2020 08:00:00;0;KWH
17-10-2020 08:00:00;17-10-2020 09:00:00;0.092;KWH
17-10-2020 09:00:00;17-10-2020 10:00:00;0.72;KWH
17-10-2020 10:00:00;17-10-2020 11:00:00;1.332;KWH
17-10-2020 11:00:00;17-10-2020 12:00:00;1.631;KWH
17-10-2020 12:00:00;17-10-2020 13:00:00;1.767;KWH
17-10-2020 13:00:00;17-10-2020 14:00:00;1.865;KWH
17-10-2020 14:00:00;17-10-2020 15:00:00;1.367;KWH
17-10-2020 15:00:00;17-10-2020 16:00:00;0.371;KWH
17-10-2020 16:00:00;17-10-2020 17:00:00;0.175;KWH
17-10-2020 17:00:00;17-10-2020 18:00:00;0.056;KWH
17-10-2020 18:00:00;17-10-2020 19:00:00;0;KWH
17-10-2020 19:00:00;17-10-2020 20:00:00;0;KWH
17-10-2020 20:00:00;17-10-2020 21:00:00;0;KWH
17-10-2020 21:00:00;17-10-2020 22:00:00;0;KWH
17-10-2020 22:00:00;17-10-2020 23:00:00;0;KWH
17-10-2020 23:00:00;18-10-2020 00:00:00;0;KWH
18-10-2020 00:00:00;18-10-2020 01:00:00;0;KWH
18-10-2020 01:00:00;18-10-2020 02:00:00;0;KWH
18-10-2020 02:00:00;18-10-2020 03:00:00;0;KWH
18-10-2020 03:00:00;18-10-2020 04:00:00;0;KWH
18-10-2020 04:00:00;18-10-2020 05:00:00;0;KWH
18-10-2020 05:00:00;18-10-2020 06:00:00;0;KWH
18-10-2020 06:00:00;18-10-2020 07:00:00;0;KWH
18-10-2020 07:00:00;18-10-2020 08:00:00;0;KWH
18-10-2020 08:00:00;18-10-2020 09:00:00;0.06;KWH
18-10-2020 09:00:00;18-10-2020 10:00:00;0.638;KWH
18-10-2020 10:00:00;18-10-2020 11:00:00;0.807;KWH
18-10-2020 11:00:00;18-10-2020 12:00:00;0.06;KWH
18-10-2020 12:00:00;18-10-2020 13:00:00;1.276;KWH
18-10-2020 13:00:00;18-10-2020 14:00:00;1.791;KWH
18-10-2020 14:00:00;18-10-2020 15:00:00;1.645;KWH
18-10-2020 15:00:00;18-10-2020 16:00:00;1.121;KWH
18-10-2020 16:00:00;18-10-2020 17:00:00;0.226;KWH
18-10-2020 17:00:00;18-10-2020 18:00:00;0.036;KWH
18-10-2020 18:00:00;18-10-2020 19:00:00;0;KWH
18-10-2020 19:00:00;18-10-2020 20:00:00;0;KWH
18-10-2020 20:00:00;18-10-2020 21:00:00;0;KWH
18-10-2020 21:00:00;18-10-2020 22:00:00;0;KWH
18-10-2020 22:00:00;18-10-2020 23:00:00;0;KWH
18-10-2020 23:00:00;19-10-2020 00:00:00;0;KWH
19-10-2020 00:00:00;19-10-2020 01:00:00;0;KWH
19-10-2020 01:00:00;19-10-2020 02:00:00;0;KWH
19-10-2020 02:00:00;19-10-2020 03:00:00;0;KWH
19-10-2020 03:00:00;19-10-2020 04:00:00;0;KWH
19-10-2020 04:00:00;19-10-2020 05:00:00;0;KWH
19-10-2020 05:00:00;19-10-2020 06:00:00;0;KWH
19-10-2020 06:00:00;19-10-2020 07:00:00;0;KWH
19-10-2020 07:00:00;19-10-2020 08:00:00;0;KWH
19-10-2020 08:00:00;19-10-2020 09:00:00;0.014;KWH
19-10-2020 09:00:00;19-10-2020 10:00:00;0;KWH
19-10-2020 10:00:00;19-10-2020 11:00:00;0;KWH
19-10-2020 11:00:00;19-10-2020 12:00:00;0;KWH
19-10-2020 12:00:00;19-10-2020 13:00:00;0;KWH
19-10-2020 13:00:00;19-10-2020 14:00:00;0.01;KWH
19-10-2020 14:00:00;19-10-2020 15:00:00;0.213;KWH
19-10-2020 15:00:00;19-10-2020 16:00:00;0.45;KWH
19-10-2020 16:00:00;19-10-2020 17:00:00;0.422;KWH
19-10-2020 17:00:00;19-10-2020 18:00:00;0.052;KWH
19-10-2020 18:00:00;19-10-2020 19:00:00;0;KWH
19-10-2020 19:00:00;19-10-2020 20:00:00;0;KWH
19-10-2020 20:00:00;19-10-2020 21:00:00;0;KWH
19-10-2020 21:00:00;19-10-2020 22:00:00;0;KWH
19-10-2020 22:00:00;19-10-2020 23:00:00;0;KWH
19-10-2020 23:00:00;20-10-2020 00:00:00;0;KWH
20-10-2020 00:00:00;20-10-2020 01:00:00;0;KWH
20-10-2020 01:00:00;20-10-2020 02:00:00;0;KWH
20-10-2020 02:00:00;20-10-2020 03:00:00;0;KWH
20-10-2020 03:00:00;20-10-2020 04:00:00;0;KWH
20-10-2020 04:00:00;20-10-2020 05:00:00;0;KWH
20-10-2020 05:00:00;20-10-2020 06:00:00;0;KWH
20-10-2020 06:00:00;20-10-2020 07:00:00;0;KWH
20-10-2020 07:00:00;20-10-2020 08:00:00;0;KWH
20-10-2020 08:00:00;20-10-2020 09:00:00;0.029;KWH
20-10-2020 09:00:00;20-10-2020 10:00:00;0.254;KWH
20-10-2020 10:00:00;20-10-2020 11:00:00;0.354;KWH
20-10-2020 11:00:00;20-10-2020 12:00:00;0.439;KWH
20-10-2020 12:00:00;20-10-2020 13:00:00;0.286;KWH
20-10-2020 13:00:00;20-10-2020 14:00:00;0.146;KWH
20-10-2020 14:00:00;20-10-2020 15:00:00;0.902;KWH
20-10-2020 15:00:00;20-10-2020 16:00:00;0.312;KWH
20-10-2020 16:00:00;20-10-2020 17:00:00;0.079;KWH
20-10-2020 17:00:00;20-10-2020 18:00:00;0;KWH
20-10-2020 18:00:00;20-10-2020 19:00:00;0;KWH
20-10-2020 19:00:00;20-10-2020 20:00:00;0;KWH
20-10-2020 20:00:00;20-10-2020 21:00:00;0;KWH
20-10-2020 21:00:00;20-10-2020 22:00:00;0;KWH
20-10-2020 22:00:00;20-10-2020 23:00:00;0;KWH
20-10-2020 23:00:00;21-10-2020 00:00:00;0;KWH
21-10-2020 00:00:00;21-10-2020 01:00:00;0;KWH
21-10-2020 01:00:00;21-10-2020 02:00:00;0;KWH
21-10-2020 02:00:00;21-10-2020 03:00:00;0;KWH
21-10-2020 03:00:00;21-10-2020 04:00:00;0;KWH
21-10-2020 04:00:00;21-10-2020 05:00:00;0;KWH
21-10-2020 05:00:00;21-10-2020 06:00:00;0;KWH
21-10-2020 06:00:00;21-10-2020 07:00:00;0;KWH
21-10-2020 07:00:00;21-10-2020 08:00:00;0;KWH
21-10-2020 08:00:00;21-10-2020 09:00:00;0;KWH
21-10-2020 09:00:00;21-10-2020 10:00:00;0;KWH
21-10-2020 10:00:00;21-10-2020 11:00:00;0;KWH
21-10-2020 11:00:00;21-10-2020 12:00:00;0;KWH
21-10-2020 12:00:00;21-10-2020 13:00:00;0;KWH
21-10-2020 13:00:00;21-10-2020 14:00:00;0;KWH
21-10-2020 14:00:00;21-10-2020 15:00:00;0;KWH
21-10-2020 15:00:00;21-10-2020 16:00:00;0;KWH
21-10-2020 16:00:00;21-10-2020 17:00:00;0;KWH
21-10-2020 17:00:00;21-10-2020 18:00:00;0;KWH
21-10-2020 18:00:00;21-10-2020 19:00:00;0;KWH
21-10-2020 19:00:00;21-10-2020 20:00:00;0;KWH
21-10-2020 20:00:00;21-10-2020 21:00:00;0;KWH
21-10-2020 21:00:00;21-10-2020 22:00:00;0;KWH
21-10-2020 22:00:00;21-10-2020 23:00:00;0;KWH
21-10-2020 23:00:00;22-10-2020 00:00:00;0;KWH
22-10-2020 00:00:00;22-10-2020 01:00:00;0;KWH
22-10-2020 01:00:00;22-10-2020 02:00:00;0;KWH
22-10-2020 02:00:00;22-10-2020 03:00:00;0;KWH
22-10-2020 03:00:00;22-10-2020 04:00:00;0;KWH
22-10-2020 04:00:00;22-10-2020 05:00:00;0;KWH
22-10-2020 05:00:00;22-10-2020 06:00:00;0;KWH
22-10-2020 06:00:00;22-10-2020 07:00:00;0;KWH
22-10-2020 07:00:00;22-10-2020 08:00:00;0;KWH
22-10-2020 08:00:00;22-10-2020 09:00:00;0;KWH
22-10-2020 09:00:00;22-10-2020 10:00:00;0;KWH
22-10-2020 10:00:00;22-10-2020 11:00:00;0;KWH
22-10-2020 11:00:00;22-10-2020 12:00:00;0;KWH
22-10-2020 12:00:00;22-10-2020 13:00:00;0;KWH
22-10-2020 13:00:00;22-10-2020 14:00:00;0;KWH
22-10-2020 14:00:00;22-10-2020 15:00:00;0;KWH
22-10-2020 15:00:00;22-10-2020 16:00:00;0;KWH
22-10-2020 16:00:00;22-10-2020 17:00:00;0;KWH
22-10-2020 17:00:00;22-10-2020 18:00:00;0;KWH
22-10-2020 18:00:00;22-10-2020 19:00:00;0;KWH
22-10-2020 19:00:00;22-10-2020 20:00:00;0;KWH
22-10-2020 20:00:00;22-10-2020 21:00:00;0;KWH
22-10-2020 21:00:00;22-10-2020 22:00:00;0;KWH
22-10-2020 22:00:00;22-10-2020 23:00:00;0;KWH
22-10-2020 23:00:00;23-10-2020 00:00:00;0;KWH
23-10-2020 00:00:00;23-10-2020 01:00:00;0;KWH
23-10-2020 01:00:00;23-10-2020 02:00:00;0;KWH
23-10-2020 02:00:00;23-10-2020 03:00:00;0;KWH
23-10-2020 03:00:00;23-10-2020 04:00:00;0;KWH
23-10-2020 04:00:00;23-10-2020 05:00:00;0;KWH
23-10-2020 05:00:00;23-10-2020 06:00:00;0;KWH
23-10-2020 06:00:00;23-10-2020 07:00:00;0;KWH
23-10-2020 07:00:00;23-10-2020 08:00:00;0;KWH
23-10-2020 08:00:00;23-10-2020 09:00:00;0;KWH
23-10-2020 09:00:00;23-10-2020 10:00:00;0;KWH
23-10-2020 10:00:00;23-10-2020 11:00:00;0;KWH
23-10-2020 11:00:00;23-10-2020 12:00:00;0;KWH
23-10-2020 12:00:00;23-10-2020 13:00:00;0;KWH
23-10-2020 13:00:00;23-10-2020 14:00:00;0;KWH
23-10-2020 14:00:00;23-10-2020 15:00:00;0;KWH
23-10-2020 15:00:00;23-10-2020 16:00:00;0;KWH
23-10-2020 16:00:00;23-10-2020 17:00:00;0;KWH
23-10-2020 17:00:00;23-10-2020 18:00:00;0;KWH
23-10-2020 18:00:00;23-10-2020 19:00:00;0;KWH
23-10-2020 19:00:00;23-10-2020 20:00:00;0;KWH
23-10-2020 20:00:00;23-10-2020 21:00:00;0;KWH
23-10-2020 21:00:00;23-10-2020 22:00:00;0;KWH
23-10-2020 22:00:00;23-10-2020 23:00:00;0;KWH
23-10-2020 23:00:00;24-10-2020 00:00:00;0;KWH
24-10-2020 00:00:00;24-10-2020 01:00:00;0;KWH
24-10-2020 01:00:00;24-10-2020 02:00:00;0;KWH
24-10-2020 02:00:00;24-10-2020 03:00:00;0;KWH
24-10-2020 03:00:00;24-10-2020 04:00:00;0;KWH
24-10-2020 04:00:00;24-10-2020 05:00:00;0;KWH
24-10-2020 05:00:00;24-10-2020 06:00:00;0;KWH
24-10-2020 06:00:00;24-10-2020 07:00:00;0;KWH
24-10-2020 07:00:00;24-10-2020 08:00:00;0;KWH
24-10-2020 08:00:00;24-10-2020 09:00:00;0;KWH
24-10-2020 09:00:00;24-10-2020 10:00:00;0;KWH
24-10-2020 10:00:00;24-10-2020 11:00:00;0;KWH
24-10-2020 11:00:00;24-10-2020 12:00:00;0;KWH
24-10-2020 12:00:00;24-10-2020 13:00:00;0;KWH
24-10-2020 13:00:00;24-10-2020 14:00:00;0;KWH
24-10-2020 14:00:00;24-10-2020 15:00:00;0;KWH
24-10-2020 15:00:00;24-10-2020 16:00:00;0;KWH
24-10-2020 16:00:00;24-10-2020 17:00:00;0;KWH
24-10-2020 17:00:00;24-10-2020 18:00:00;0;KWH
24-10-2020 18:00:00;24-10-2020 19:00:00;0;KWH
24-10-2020 19:00:00;24-10-2020 20:00:00;0;KWH
24-10-2020 20:00:00;24-10-2020 21:00:00;0;KWH
24-10-2020 21:00:00;24-10-2020 22:00:00;0;KWH
24-10-2020 22:00:00;24-10-2020 23:00:00;0;KWH
24-10-2020 23:00:00;25-10-2020 00:00:00;0;KWH
25-10-2020 00:00:00;25-10-2020 01:00:00;0;KWH
25-10-2020 01:00:00;25-10-2020 02:00:00;0;KWH
25-10-2020 02:00:00;25-10-2020 03:00:00;0;KWH
25-10-2020 02:00:00;25-10-2020 03:00:00;0;KWH
25-10-2020 03:00:00;25-10-2020 04:00:00;0;KWH
25-10-2020 04:00:00;25-10-2020 05:00:00;0;KWH
25-10-2020 05:00:00;25-10-2020 06:00:00;0;KWH
25-10-2020 06:00:00;25-10-2020 07:00:00;0;KWH
25-10-2020 07:00:00;25-10-2020 08:00:00;0;KWH
25-10-2020 08:00:00;25-10-2020 09:00:00;0;KWH
25-10-2020 09:00:00;25-10-2020 10:00:00;0;KWH
25-10-2020 10:00:00;25-10-2020 11:00:00;0;KWH
25-10-2020 11:00:00;25-10-2020 12:00:00;0;KWH
25-10-2020 12:00:00;25-10-2020 13:00:00;0;KWH
25-10-2020 13:00:00;25-10-2020 14:00:00;0;KWH
25-10-2020 14:00:00;25-10-2020 15:00:00;0;KWH
25-10-2020 15:00:00;25-10-2020 16:00:00;0;KWH
25-10-2020 16:00:00;25-10-2020 17:00:00;0;KWH
25-10-2020 17:00:00;25-10-2020 18:00:00;0;KWH
25-10-2020 18:00:00;25-10-2020 19:00:00;0;KWH
25-10-2020 19:00:00;25-10-2020 20:00:00;0;KWH
25-10-2020 20:00:00;25-10-2020 21:00:00;0;KWH
25-10-2020 21:00:00;25-10-2020 22:00:00;0;KWH
25-10-2020 22:00:00;25-10-2020 23:00:00;0;KWH
25-10-2020 23:00:00;26-10-2020 00:00:00;0;KWH
26-10-2020 00:00:00;26-10-2020 01:00:00;0;KWH
26-10-2020 01:00:00;26-10-2020 02:00:00;0;KWH
26-10-2020 02:00:00;26-10-2020 03:00:00;0;KWH
26-10-2020 03:00:00;26-10-2020 04:00:00;0;KWH
26-10-2020 04:00:00;26-10-2020 05:00:00;0;KWH
26-10-2020 05:00:00;26-10-2020 06:00:00;0;KWH
26-10-2020 06:00:00;26-10-2020 07:00:00;0;KWH
26-10-2020 07:00:00;26-10-2020 08:00:00;0;KWH
26-10-2020 08:00:00;26-10-2020 09:00:00;0;KWH
26-10-2020 09:00:00;26-10-2020 10:00:00;0;KWH
26-10-2020 10:00:00;26-10-2020 11:00:00;0;KWH
26-10-2020 11:00:00;26-10-2020 12:00:00;0;KWH
26-10-2020 12:00:00;26-10-2020 13:00:00;0;KWH
26-10-2020 13:00:00;26-10-2020 14:00:00;0;KWH
26-10-2020 14:00:00;26-10-2020 15:00:00;0;KWH
26-10-2020 15:00:00;26-10-2020 16:00:00;0;KWH
26-10-2020 16:00:00;26-10-2020 17:00:00;0;KWH
26-10-2020 17:00:00;26-10-2020 18:00:00;0;KWH
26-10-2020 18:00:00;26-10-2020 19:00:00;0;KWH
26-10-2020 19:00:00;26-10-2020 20:00:00;0;KWH
26-10-2020 20:00:00;26-10-2020 21:00:00;0;KWH
26-10-2020 21:00:00;26-10-2020 22:00:00;0;KWH
26-10-2020 22:00:00;26-10-2020 23:00:00;0;KWH
26-10-2020 23:00:00;27-10-2020 00:00:00;0;KWH
27-10-2020 00:00:00;27-10-2020 01:00:00;0;KWH
27-10-2020 01:00:00;27-10-2020 02:00:00;0;KWH
27-10-2020 02:00:00;27-10-2020 03:00:00;0;KWH
27-10-2020 03:00:00;27-10-2020 04:00:00;0;KWH
27-10-2020 04:00:00;27-10-2020 05:00:00;0;KWH
27-10-2020 05:00:00;27-10-2020 06:00:00;0;KWH
27-10-2020 06:00:00;27-10-2020 07:00:00;0;KWH
27-10-2020 07:00:00;27-10-2020 08:00:00;0;KWH
27-10-2020 08:00:00;27-10-2020 09:00:00;0;KWH
27-10-2020 09:00:00;27-10-2020 10:00:00;0;KWH
27-10-2020 10:00:00;27-10-2020 11:00:00;0;KWH
27-10-2020 11:00:00;27-10-2020 12:00:00;0;KWH
27-10-2020 12:00:00;27-10-2020 13:00:00;0;KWH
27-10-2020 13:00:00;27-10-2020 14:00:00;0;KWH
27-10-2020 14:00:00;27-10-2020 15:00:00;0;KWH
27-10-2020 15:00:00;27-10-2020 16:00:00;0;KWH
27-10-2020 16:00:00;27-10-2020 17:00:00;0;KWH
27-10-2020 17:00:00;27-10-2020 18:00:00;0;KWH
27-10-2020 18:00:00;27-10-2020 19:00:00;0;KWH
27-10-2020 19:00:00;27-10-2020 20:00:00;0;KWH
27-10-2020 20:00:00;27-10-2020 21:00:00;0;KWH
27-10-2020 21:00:00;27-10-2020 22:00:00;0;KWH
27-10-2020 22:00:00;27-10-2020 23:00:00;0;KWH
27-10-2020 23:00:00;28-10-2020 00:00:00;0;KWH
28-10-2020 00:00:00;28-10-2020 01:00:00;0;KWH
28-10-2020 01:00:00;28-10-2020 02:00:00;0;KWH
28-10-2020 02:00:00;28-10-2020 03:00:00;0;KWH
28-10-2020 03:00:00;28-10-2020 04:00:00;0;KWH
28-10-2020 04:00:00;28-10-2020 05:00:00;0;KWH
28-10-2020 05:00:00;28-10-2020 06:00:00;0;KWH
28-10-2020 06:00:00;28-10-2020 07:00:00;0;KWH
28-10-2020 07:00:00;28-10-2020 08:00:00;0;KWH
28-10-2020 08:00:00;28-10-2020 09:00:00;0;KWH
28-10-2020 09:00:00;28-10-2020 10:00:00;0;KWH
28-10-2020 10:00:00;28-10-2020 11:00:00;0;KWH
28-10-2020 11:00:00;28-10-2020 12:00:00;0;KWH
28-10-2020 12:00:00;28-10-2020 13:00:00;0;KWH
28-10-2020 13:00:00;28-10-2020 14:00:00;0;KWH
28-10-2020 14:00:00;28-10-2020 15:00:00;0;KWH
