Fra_dato;Til_dato;Maengde;Maaleenhed
02-01-2021 07:00:00;02-01-2021 08:00:00;0.169;KWH
02-01-2021 08:00:00;02-01-2021 09:00:00;0.779;KWH
02-01-2021 09:00:00;02-01-2021 10:00:00;0.362;KWH
02-01-2021 10:00:00;02-01-2021 11:00:00;0.338;KWH
02-01-2021 11:00:00;02-01-2021 12:00:00;0.346;KWH
02-01-2021 12:00:00;02-01-2021 13:00:00;1.452;KWH
02-01-2021 13:00:00;02-01-2021 14:00:00;0.431;KWH
02-01-2021 14:00:00;02-01-2021 15:00:00;0.347;KWH
02-01-2021 15:00:00;02-01-2021 16:00:00;0.376;KWH
02-01-2021 16:00:00;02-01-2021 17:00:00;0.526;KWH
02-01-2021 17:00:00;02-01-2021 18:00:00;1.679;KWH
02-01-2021 18:00:00;02-01-2021 19:00:00;0.541;KWH
02-01-2021 19:00:00;02-01-2021 20:00:00;0.948;KWH
02-01-2021 20:00:00;02-01-2021 21:00:00;0.449;KWH
02-01-2021 21:00:00;02-01-2021 22:00:00;0.243;KWH
02-01-2021 22:00:00;02-01-2021 23:00:00;0.282;KWH
02-01-2021 23:00:00;03-01-2021 00:00:00;0.151;KWH
03-01-2021 00:00:00;03-01-2021 01:00:00;0.137;KWH
03-01-2021 01:00:00;03-01-2021 02:00:00;0.111;KWH
03-01-2021 02:00:00;03-01-2021 03:00:00;0.139;KWH
03-01-2021 03:00:00;03-01-2021 04:00:00;0.124;KWH
03-01-2021 04:00:00;03-01-2021 05:00:00;0.151;KWH
03-01-2021 05:00:00;03-01-2021 06:00:00;0.129;KWH
03-01-2021 06:00:00;03-01-2021 07:00:00;0.123;KWH
03-01-2021 07:00:00;03-01-2021 08:00:00;1.006;KWH
03-01-2021 08:00:00;03-01-2021 09:00:00;0.625;KWH
03-01-2021 09:00:00;03-01-2021 10:00:00;1.556;KWH
03-01-2021 10:00:00;03-01-2021 11:00:00;0.151;KWH
03-01-2021 11:00:00;03-01-2021 12:00:00;0.565;KWH
03-01-2021 12:00:00;03-01-2021 13:00:00;0.374;KWH
03-01-2021 13:00:00;03-01-2021 14:00:00;0.079;KWH
03-01-2021 14:00:00;03-01-2021 15:00:00;0.166;KWH
03-01-2021 15:00:00;03-01-2021 16:00:00;0.942;KWH
03-01-2021 16:00:00;03-01-2021 17:00:00;0.57;KWH
03-01-2021 17:00:00;03-01-2021 18:00:00;0.948;KWH
03-01-2021 18:00:00;03-01-2021 19:00:00;0.54;KWH
03-01-2021 19:00:00;03-01-2021 20:00:00;0.362;KWH
03-01-2021 20:00:00;03-01-2021 21:00:00;0.301;KWH
03-01-2021 21:00:00;03-01-2021 22:00:00;0.3;KWH
03-01-2021 22:00:00;03-01-2021 23:00:00;0.309;KWH
03-01-2021 23:00:00;04-01-2021 00:00:00;0.139;KWH
04-01-2021 00:00:00;04-01-2021 01:00:00;0.109;KWH
04-01-2021 01:00:00;04-01-2021 02:00:00;0.126;KWH
04-01-2021 02:00:00;04-01-2021 03:00:00;0.118;KWH
04-01-2021 03:00:00;04-01-2021 04:00:00;0.126;KWH
04-01-2021 04:00:00;04-01-2021 05:00:00;0.129;KWH
04-01-2021 05:00:00;04-01-2021 06:00:00;0.118;KWH
04-01-2021 06:00:00;04-01-2021 07:00:00;0.283;KWH
04-01-2021 07:00:00;04-01-2021 08:00:00;0.302;KWH
04-01-2021 08:00:00;04-01-2021 09:00:00;0.428;KWH
04-01-2021 09:00:00;04-01-2021 10:00:00;0.307;KWH
04-01-2021 10:00:00;04-01-2021 11:00:00;0.098;KWH
04-01-2021 11:00:00;04-01-2021 12:00:00;0.062;KWH
04-01-2021 12:00:00;04-01-2021 13:00:00;0.086;KWH
04-01-2021 13:00:00;04-01-2021 14:00:00;0.056;KWH
04-01-2021 14:00:00;04-01-2021 15:00:00;0.129;KWH
04-01-2021 15:00:00;04-01-2021 16:00:00;0.198;KWH
04-01-2021 16:00:00;04-01-2021 17:00:00;1.026;KWH
04-01-2021 17:00:00;04-01-2021 18:00:00;1.553;KWH
04-01-2021 18:00:00;04-01-2021 19:00:00;0.916;KWH
04-01-2021 19:00:00;04-01-2021 20:00:00;0.861;KWH
04-01-2021 20:00:00;04-01-2021 21:00:00;0.336;KWH
04-01-2021 21:00:00;04-01-2021 22:00:00;0.312;KWH
04-01-2021 22:00:00;04-01-2021 23:00:00;0.224;KWH
04-01-2021 23:00:00;05-01-2021 00:00:00;0.113;KWH
05-01-2021 00:00:00;05-01-2021 01:00:00;0.127;KWH
05-01-2021 01:00:00;05-01-2021 02:00:00;0.119;KWH
05-01-2021 02:00:00;05-01-2021 03:00:00;0.1;KWH
05-01-2021 03:00:00;05-01-2021 04:00:00;0.125;KWH
05-01-2021 04:00:00;05-01-2021 05:00:00;0.105;KWH
05-01-2021 05:00:00;05-01-2021 06:00:00;0.116;KWH
05-01-2021 06:00:00;05-01-2021 07:00:00;0.201;KWH
05-01-2021 07:00:00;05-01-2021 08:00:00;0.304;KWH
05-01-2021 08:00:00;05-01-2021 09:00:00;0.315;KWH
05-01-2021 09:00:00;05-01-2021 10:00:00;0.379;KWH
05-01-2021 10:00:00;05-01-2021 11:00:00;0.289;KWH
05-01-2021 11:00:00;05-01-2021 12:00:00;0.202;KWH
05-01-2021 12:00:00;05-01-2021 13:00:00;0.388;KWH
05-01-2021 13:00:00;05-01-2021 14:00:00;1.183;KWH
05-01-2021 14:00:00;05-01-2021 15:00:00;0.478;KWH
05-01-2021 15:00:00;05-01-2021 16:00:00;0.113;KWH
05-01-2021 16:00:00;05-01-2021 17:00:00;0.118;KWH
05-01-2021 17:00:00;05-01-2021 18:00:00;1.067;KWH
05-01-2021 18:00:00;05-01-2021 19:00:00;0.865;KWH
05-01-2021 19:00:00;05-01-2021 20:00:00;0.348;KWH
05-01-2021 20:00:00;05-01-2021 21:00:00;0.296;KWH
05-01-2021 21:00:00;05-01-2021 22:00:00;0.291;KWH
05-01-2021 22:00:00;05-01-2021 23:00:00;0.209;KWH
05-01-2021 23:00:00;06-01-2021 00:00:00;0.11;KWH
06-01-2021 00:00:00;06-01-2021 01:00:00;0.112;KWH
06-01-2021 01:00:00;06-01-2021 02:00:00;0.12;KWH
06-01-2021 02:00:00;06-01-2021 03:00:00;0.089;KWH
06-01-2021 03:00:00;06-01-2021 04:00:00;0.12;KWH
06-01-2021 04:00:00;06-01-2021 05:00:00;0.151;KWH
06-01-2021 05:00:00;06-01-2021 06:00:00;0.118;KWH
06-01-2021 06:00:00;06-01-2021 07:00:00;0.301;KWH
06-01-2021 07:00:00;06-01-2021 08:00:00;0.41;KWH
06-01-2021 08:00:00;06-01-2021 09:00:00;0.424;KWH
06-01-2021 09:00:00;06-01-2021 10:00:00;0.447;KWH
06-01-2021 10:00:00;06-01-2021 11:00:00;0.437;KWH
06-01-2021 11:00:00;06-01-2021 12:00:00;0.404;KWH
06-01-2021 12:00:00;06-01-2021 13:00:00;1.006;KWH
06-01-2021 13:00:00;06-01-2021 14:00:00;0.496;KWH
06-01-2021 14:00:00;06-01-2021 15:00:00;0.3;KWH
06-01-2021 15:00:00;06-01-2021 16:00:00;0.321;KWH
06-01-2021 16:00:00;06-01-2021 17:00:00;0.337;KWH
06-01-2021 17:00:00;06-01-2021 18:00:00;0.313;KWH
06-01-2021 18:00:00;06-01-2021 19:00:00;0.482;KWH
06-01-2021 19:00:00;06-01-2021 20:00:00;0.448;KWH
06-01-2021 20:00:00;06-01-2021 21:00:00;0.327;KWH
06-01-2021 21:00:00;06-01-2021 22:00:00;0.276;KWH
06-01-2021 22:00:00;06-01-2021 23:00:00;0.274;KWH
06-01-2021 23:00:00;07-01-2021 00:00:00;0.124;KWH
07-01-2021 00:00:00;07-01-2021 01:00:00;0.126;KWH
07-01-2021 01:00:00;07-01-2021 02:00:00;0.11;KWH
07-01-2021 02:00:00;07-01-2021 03:00:00;0.122;KWH
07-01-2021 03:00:00;07-01-2021 04:00:00;0.096;KWH
07-01-2021 04:00:00;07-01-2021 05:00:00;0.119;KWH
07-01-2021 05:00:00;07-01-2021 06:00:00;0.116;KWH
07-01-2021 06:00:00;07-01-2021 07:00:00;0.367;KWH
07-01-2021 07:00:00;07-01-2021 08:00:00;0.467;KWH
07-01-2021 08:00:00;07-01-2021 09:00:00;0.611;KWH
07-01-2021 09:00:00;07-01-2021 10:00:00;0.561;KWH
07-01-2021 10:00:00;07-01-2021 11:00:00;0.49;KWH
07-01-2021 11:00:00;07-01-2021 12:00:00;0.404;KWH
07-01-2021 12:00:00;07-01-2021 13:00:00;0.338;KWH
07-01-2021 13:00:00;07-01-2021 14:00:00;0.311;KWH
07-01-2021 14:00:00;07-01-2021 15:00:00;0.28;KWH
07-01-2021 15:00:00;07-01-2021 16:00:00;0.395;KWH
07-01-2021 16:00:00;07-01-2021 17:00:00;0.806;KWH
07-01-2021 17:00:00;07-01-2021 18:00:00;1.037;KWH
07-01-2021 18:00:00;07-01-2021 19:00:00;0.546;KWH
07-01-2021 19:00:00;07-01-2021 20:00:00;1.316;KWH
07-01-2021 20:00:00;07-01-2021 21:00:00;0.531;KWH
07-01-2021 21:00:00;07-01-2021 22:00:00;0.311;KWH
07-01-2021 22:00:00;07-01-2021 23:00:00;0.24;KWH
07-01-2021 23:00:00;08-01-2021 00:00:00;0.184;KWH
08-01-2021 00:00:00;08-01-2021 01:00:00;0.121;KWH
08-01-2021 01:00:00;08-01-2021 02:00:00;0.117;KWH
08-01-2021 02:00:00;08-01-2021 03:00:00;0.126;KWH
08-01-2021 03:00:00;08-01-2021 04:00:00;0.126;KWH
08-01-2021 04:00:00;08-01-2021 05:00:00;0.138;KWH
08-01-2021 05:00:00;08-01-2021 06:00:00;0.135;KWH
08-01-2021 06:00:00;08-01-2021 07:00:00;0.147;KWH
08-01-2021 07:00:00;08-01-2021 08:00:00;0.775;KWH
08-01-2021 08:00:00;08-01-2021 09:00:00;1.326;KWH
08-01-2021 09:00:00;08-01-2021 10:00:00;0.543;KWH
08-01-2021 10:00:00;08-01-2021 11:00:00;0.342;KWH
08-01-2021 11:00:00;08-01-2021 12:00:00;0.652;KWH
08-01-2021 12:00:00;08-01-2021 13:00:00;0.347;KWH
08-01-2021 13:00:00;08-01-2021 14:00:00;0.275;KWH
08-01-2021 14:00:00;08-01-2021 15:00:00;0.366;KWH
08-01-2021 15:00:00;08-01-2021 16:00:00;0.399;KWH
08-01-2021 16:00:00;08-01-2021 17:00:00;0.567;KWH
08-01-2021 17:00:00;08-01-2021 18:00:00;1.671;KWH
08-01-2021 18:00:00;08-01-2021 19:00:00;0.853;KWH
08-01-2021 19:00:00;08-01-2021 20:00:00;0.869;KWH
08-01-2021 20:00:00;08-01-2021 21:00:00;0.418;KWH
08-01-2021 21:00:00;08-01-2021 22:00:00;0.31;KWH
08-01-2021 22:00:00;08-01-2021 23:00:00;0.314;KWH
08-01-2021 23:00:00;09-01-2021 00:00:00;0.144;KWH
09-01-2021 00:00:00;09-01-2021 01:00:00;0.12;KWH
09-01-2021 01:00:00;09-01-2021 02:00:00;0.115;KWH
09-01-2021 02:00:00;09-01-2021 03:00:00;0.122;KWH
09-01-2021 03:00:00;09-01-2021 04:00:00;0.125;KWH
09-01-2021 04:00:00;09-01-2021 05:00:00;0.153;KWH
09-01-2021 05:00:00;09-01-2021 06:00:00;0.105;KWH
09-01-2021 06:00:00;09-01-2021 07:00:00;0.138;KWH
09-01-2021 07:00:00;09-01-2021 08:00:00;1.679;KWH
09-01-2021 08:00:00;09-01-2021 09:00:00;0.39;KWH
09-01-2021 09:00:00;09-01-2021 10:00:00;0.23;KWH
09-01-2021 10:00:00;09-01-2021 11:00:00;0.2;KWH
09-01-2021 11:00:00;09-01-2021 12:00:00;0.071;KWH
09-01-2021 12:00:00;09-01-2021 13:00:00;0.104;KWH
09-01-2021 13:00:00;09-01-2021 14:00:00;0.101;KWH
09-01-2021 14:00:00;09-01-2021 15:00:00;0.067;KWH
09-01-2021 15:00:00;09-01-2021 16:00:00;0.439;KWH
09-01-2021 16:00:00;09-01-2021 17:00:00;2.022;KWH
09-01-2021 17:00:00;09-01-2021 18:00:00;3.261;KWH
09-01-2021 18:00:00;09-01-2021 19:00:00;0.857;KWH
09-01-2021 19:00:00;09-01-2021 20:00:00;0.418;KWH
09-01-2021 20:00:00;09-01-2021 21:00:00;0.362;KWH
09-01-2021 21:00:00;09-01-2021 22:00:00;0.354;KWH
09-01-2021 22:00:00;09-01-2021 23:00:00;0.384;KWH
09-01-2021 23:00:00;10-01-2021 00:00:00;0.796;KWH
10-01-2021 00:00:00;10-01-2021 01:00:00;0.173;KWH
10-01-2021 01:00:00;10-01-2021 02:00:00;0.155;KWH
10-01-2021 02:00:00;10-01-2021 03:00:00;0.17;KWH
10-01-2021 03:00:00;10-01-2021 04:00:00;0.121;KWH
10-01-2021 04:00:00;10-01-2021 05:00:00;0.126;KWH
10-01-2021 05:00:00;10-01-2021 06:00:00;0.122;KWH
10-01-2021 06:00:00;10-01-2021 07:00:00;0.119;KWH
10-01-2021 07:00:00;10-01-2021 08:00:00;0.162;KWH
10-01-2021 08:00:00;10-01-2021 09:00:00;0.84;KWH
10-01-2021 09:00:00;10-01-2021 10:00:00;0.189;KWH
10-01-2021 10:00:00;10-01-2021 11:00:00;0.289;KWH
10-01-2021 11:00:00;10-01-2021 12:00:00;0.873;KWH
10-01-2021 12:00:00;10-01-2021 13:00:00;0.423;KWH
10-01-2021 13:00:00;10-01-2021 14:00:00;0.725;KWH
10-01-2021 14:00:00;10-01-2021 15:00:00;1.145;KWH
10-01-2021 15:00:00;10-01-2021 16:00:00;0.717;KWH
10-01-2021 16:00:00;10-01-2021 17:00:00;1.171;KWH
10-01-2021 17:00:00;10-01-2021 18:00:00;2.043;KWH
10-01-2021 18:00:00;10-01-2021 19:00:00;1.189;KWH
10-01-2021 19:00:00;10-01-2021 20:00:00;0.991;KWH
10-01-2021 20:00:00;10-01-2021 21:00:00;0.49;KWH
10-01-2021 21:00:00;10-01-2021 22:00:00;0.349;KWH
10-01-2021 22:00:00;10-01-2021 23:00:00;0.229;KWH
10-01-2021 23:00:00;11-01-2021 00:00:00;0.16;KWH
11-01-2021 00:00:00;11-01-2021 01:00:00;0.118;KWH
11-01-2021 01:00:00;11-01-2021 02:00:00;0.134;KWH
11-01-2021 02:00:00;11-01-2021 03:00:00;0.173;KWH
11-01-2021 03:00:00;11-01-2021 04:00:00;0.117;KWH
11-01-2021 04:00:00;11-01-2021 05:00:00;0.132;KWH
11-01-2021 05:00:00;11-01-2021 06:00:00;0.131;KWH
11-01-2021 06:00:00;11-01-2021 07:00:00;0.125;KWH
11-01-2021 07:00:00;11-01-2021 08:00:00;0.432;KWH
11-01-2021 08:00:00;11-01-2021 09:00:00;0.555;KWH
11-01-2021 09:00:00;11-01-2021 10:00:00;0.451;KWH
11-01-2021 10:00:00;11-01-2021 11:00:00;0.348;KWH
11-01-2021 11:00:00;11-01-2021 12:00:00;0.369;KWH
11-01-2021 12:00:00;11-01-2021 13:00:00;0.727;KWH
11-01-2021 13:00:00;11-01-2021 14:00:00;0.463;KWH
11-01-2021 14:00:00;11-01-2021 15:00:00;0.509;KWH
11-01-2021 15:00:00;11-01-2021 16:00:00;0.542;KWH
11-01-2021 16:00:00;11-01-2021 17:00:00;0.4;KWH
11-01-2021 17:00:00;11-01-2021 18:00:00;1.238;KWH
11-01-2021 18:00:00;11-01-2021 19:00:00;0.69;KWH
11-01-2021 19:00:00;11-01-2021 20:00:00;0.385;KWH
11-01-2021 20:00:00;11-01-2021 21:00:00;0.36;KWH
11-01-2021 21:00:00;11-01-2021 22:00:00;0.365;KWH
11-01-2021 22:00:00;11-01-2021 23:00:00;0.208;KWH
11-01-2021 23:00:00;12-01-2021 00:00:00;0.121;KWH
12-01-2021 00:00:00;12-01-2021 01:00:00;0.142;KWH
12-01-2021 01:00:00;12-01-2021 02:00:00;0.135;KWH
12-01-2021 02:00:00;12-01-2021 03:00:00;0.12;KWH
12-01-2021 03:00:00;12-01-2021 04:00:00;0.17;KWH
12-01-2021 04:00:00;12-01-2021 05:00:00;0.142;KWH
12-01-2021 05:00:00;12-01-2021 06:00:00;0.129;KWH
12-01-2021 06:00:00;12-01-2021 07:00:00;0.208;KWH
12-01-2021 07:00:00;12-01-2021 08:00:00;0.412;KWH
12-01-2021 08:00:00;12-01-2021 09:00:00;0.993;KWH
12-01-2021 09:00:00;12-01-2021 10:00:00;0.551;KWH
12-01-2021 10:00:00;12-01-2021 11:00:00;0.062;KWH
12-01-2021 11:00:00;12-01-2021 12:00:00;0.059;KWH
12-01-2021 12:00:00;12-01-2021 13:00:00;0.063;KWH
12-01-2021 13:00:00;12-01-2021 14:00:00;0.07;KWH
12-01-2021 14:00:00;12-01-2021 15:00:00;0.181;KWH
12-01-2021 15:00:00;12-01-2021 16:00:00;0.307;KWH
12-01-2021 16:00:00;12-01-2021 17:00:00;0.355;KWH
12-01-2021 17:00:00;12-01-2021 18:00:00;0.854;KWH
12-01-2021 18:00:00;12-01-2021 19:00:00;0.453;KWH
12-01-2021 19:00:00;12-01-2021 20:00:00;0.361;KWH
12-01-2021 20:00:00;12-01-2021 21:00:00;0.29;KWH
12-01-2021 21:00:00;12-01-2021 22:00:00;0.295;KWH
12-01-2021 22:00:00;12-01-2021 23:00:00;0.2;KWH
12-01-2021 23:00:00;13-01-2021 00:00:00;0.108;KWH
13-01-2021 00:00:00;13-01-2021 01:00:00;0.102;KWH
13-01-2021 01:00:00;13-01-2021 02:00:00;0.112;KWH
13-01-2021 02:00:00;13-01-2021 03:00:00;0.111;KWH
13-01-2021 03:00:00;13-01-2021 04:00:00;0.123;KWH
13-01-2021 04:00:00;13-01-2021 05:00:00;0.133;KWH
13-01-2021 05:00:00;13-01-2021 06:00:00;0.114;KWH
13-01-2021 06:00:00;13-01-2021 07:00:00;0.127;KWH
13-01-2021 07:00:00;13-01-2021 08:00:00;0.495;KWH
13-01-2021 08:00:00;13-01-2021 09:00:00;0.482;KWH
13-01-2021 09:00:00;13-01-2021 10:00:00;0.408;KWH
13-01-2021 10:00:00;13-01-2021 11:00:00;0.403;KWH
13-01-2021 11:00:00;13-01-2021 12:00:00;0.243;KWH
13-01-2021 12:00:00;13-01-2021 13:00:00;0.294;KWH
13-01-2021 13:00:00;13-01-2021 14:00:00;0.093;KWH
13-01-2021 14:00:00;13-01-2021 15:00:00;0.161;KWH
13-01-2021 15:00:00;13-01-2021 16:00:00;0.273;KWH
13-01-2021 16:00:00;13-01-2021 17:00:00;0.494;KWH
13-01-2021 17:00:00;13-01-2021 18:00:00;0.794;KWH
13-01-2021 18:00:00;13-01-2021 19:00:00;0.513;KWH
13-01-2021 19:00:00;13-01-2021 20:00:00;1.769;KWH
13-01-2021 20:00:00;13-01-2021 21:00:00;0.548;KWH
13-01-2021 21:00:00;13-01-2021 22:00:00;1.878;KWH
13-01-2021 22:00:00;13-01-2021 23:00:00;0.689;KWH
13-01-2021 23:00:00;14-01-2021 00:00:00;0.718;KWH
14-01-2021 00:00:00;14-01-2021 01:00:00;0.148;KWH
14-01-2021 01:00:00;14-01-2021 02:00:00;0.16;KWH
14-01-2021 02:00:00;14-01-2021 03:00:00;0.095;KWH
14-01-2021 03:00:00;14-01-2021 04:00:00;0.114;KWH
14-01-2021 04:00:00;14-01-2021 05:00:00;0.105;KWH
14-01-2021 05:00:00;14-01-2021 06:00:00;0.127;KWH
14-01-2021 06:00:00;14-01-2021 07:00:00;0.108;KWH
14-01-2021 07:00:00;14-01-2021 08:00:00;0.49;KWH
14-01-2021 08:00:00;14-01-2021 09:00:00;0.399;KWH
14-01-2021 09:00:00;14-01-2021 10:00:00;0.441;KWH
14-01-2021 10:00:00;14-01-2021 11:00:00;0.357;KWH
14-01-2021 11:00:00;14-01-2021 12:00:00;0.189;KWH
14-01-2021 12:00:00;14-01-2021 13:00:00;0.148;KWH
14-01-2021 13:00:00;14-01-2021 14:00:00;0.069;KWH
14-01-2021 14:00:00;14-01-2021 15:00:00;0.099;KWH
14-01-2021 15:00:00;14-01-2021 16:00:00;0.198;KWH
14-01-2021 16:00:00;14-01-2021 17:00:00;0.493;KWH
14-01-2021 17:00:00;14-01-2021 18:00:00;0.536;KWH
14-01-2021 18:00:00;14-01-2021 19:00:00;0.671;KWH
14-01-2021 19:00:00;14-01-2021 20:00:00;0.562;KWH
14-01-2021 20:00:00;14-01-2021 21:00:00;0.523;KWH
14-01-2021 21:00:00;14-01-2021 22:00:00;0.528;KWH
14-01-2021 22:00:00;14-01-2021 23:00:00;0.35;KWH
14-01-2021 23:00:00;15-01-2021 00:00:00;0.123;KWH
15-01-2021 00:00:00;15-01-2021 01:00:00;0.114;KWH
15-01-2021 01:00:00;15-01-2021 02:00:00;0.132;KWH
15-01-2021 02:00:00;15-01-2021 03:00:00;0.116;KWH
15-01-2021 03:00:00;15-01-2021 04:00:00;0.122;KWH
15-01-2021 04:00:00;15-01-2021 05:00:00;0.156;KWH
15-01-2021 05:00:00;15-01-2021 06:00:00;0.127;KWH
15-01-2021 06:00:00;15-01-2021 07:00:00;0.466;KWH
15-01-2021 07:00:00;15-01-2021 08:00:00;2.001;KWH
15-01-2021 08:00:00;15-01-2021 09:00:00;1.175;KWH
15-01-2021 09:00:00;15-01-2021 10:00:00;0.484;KWH
15-01-2021 10:00:00;15-01-2021 11:00:00;0.421;KWH
15-01-2021 11:00:00;15-01-2021 12:00:00;0.065;KWH
15-01-2021 12:00:00;15-01-2021 13:00:00;0.08;KWH
15-01-2021 13:00:00;15-01-2021 14:00:00;0.068;KWH
15-01-2021 14:00:00;15-01-2021 15:00:00;0.165;KWH
15-01-2021 15:00:00;15-01-2021 16:00:00;0.312;KWH
15-01-2021 16:00:00;15-01-2021 17:00:00;0.227;KWH
15-01-2021 17:00:00;15-01-2021 18:00:00;1.329;KWH
15-01-2021 18:00:00;15-01-2021 19:00:00;0.535;KWH
15-01-2021 19:00:00;15-01-2021 20:00:00;0.404;KWH
15-01-2021 20:00:00;15-01-2021 21:00:00;0.307;KWH
15-01-2021 21:00:00;15-01-2021 22:00:00;0.242;KWH
15-01-2021 22:00:00;15-01-2021 23:00:00;0.13;KWH
15-01-2021 23:00:00;16-01-2021 00:00:00;0.154;KWH
16-01-2021 00:00:00;16-01-2021 01:00:00;0.115;KWH
16-01-2021 01:00:00;16-01-2021 02:00:00;0.123;KWH
16-01-2021 02:00:00;16-01-2021 03:00:00;0.117;KWH
16-01-2021 03:00:00;16-01-2021 04:00:00;0.126;KWH
16-01-2021 04:00:00;16-01-2021 05:00:00;0.117;KWH
16-01-2021 05:00:00;16-01-2021 06:00:00;0.139;KWH
16-01-2021 06:00:00;16-01-2021 07:00:00;1.459;KWH
16-01-2021 07:00:00;16-01-2021 08:00:00;0.478;KWH
16-01-2021 08:00:00;16-01-2021 09:00:00;1.689;KWH
16-01-2021 09:00:00;16-01-2021 10:00:00;0.983;KWH
16-01-2021 10:00:00;16-01-2021 11:00:00;0.174;KWH
16-01-2021 11:00:00;16-01-2021 12:00:00;0.396;KWH
16-01-2021 12:00:00;16-01-2021 13:00:00;0.237;KWH
16-01-2021 13:00:00;16-01-2021 14:00:00;0.06;KWH
16-01-2021 14:00:00;16-01-2021 15:00:00;0.193;KWH
16-01-2021 15:00:00;16-01-2021 16:00:00;0.296;KWH
16-01-2021 16:00:00;16-01-2021 17:00:00;0.791;KWH
16-01-2021 17:00:00;16-01-2021 18:00:00;1.81;KWH
16-01-2021 18:00:00;16-01-2021 19:00:00;0.636;KWH
16-01-2021 19:00:00;16-01-2021 20:00:00;0.372;KWH
16-01-2021 20:00:00;16-01-2021 21:00:00;0.292;KWH
16-01-2021 21:00:00;16-01-2021 22:00:00;0.307;KWH
16-01-2021 22:00:00;16-01-2021 23:00:00;0.249;KWH
16-01-2021 23:00:00;17-01-2021 00:00:00;0.135;KWH
17-01-2021 00:00:00;17-01-2021 01:00:00;0.128;KWH
17-01-2021 01:00:00;17-01-2021 02:00:00;0.107;KWH
17-01-2021 02:00:00;17-01-2021 03:00:00;0.132;KWH
17-01-2021 03:00:00;17-01-2021 04:00:00;0.116;KWH
17-01-2021 04:00:00;17-01-2021 05:00:00;0.161;KWH
17-01-2021 05:00:00;17-01-2021 06:00:00;0.135;KWH
17-01-2021 06:00:00;17-01-2021 07:00:00;0.102;KWH
17-01-2021 07:00:00;17-01-2021 08:00:00;0.91;KWH
17-01-2021 08:00:00;17-01-2021 09:00:00;0.324;KWH
17-01-2021 09:00:00;17-01-2021 10:00:00;0.3;KWH
17-01-2021 10:00:00;17-01-2021 11:00:00;0.243;KWH
17-01-2021 11:00:00;17-01-2021 12:00:00;0.075;KWH
17-01-2021 12:00:00;17-01-2021 13:00:00;0.133;KWH
17-01-2021 13:00:00;17-01-2021 14:00:00;0.061;KWH
17-01-2021 14:00:00;17-01-2021 15:00:00;0.095;KWH
17-01-2021 15:00:00;17-01-2021 16:00:00;0.063;KWH
17-01-2021 16:00:00;17-01-2021 17:00:00;0.261;KWH
17-01-2021 17:00:00;17-01-2021 18:00:00;1.403;KWH
17-01-2021 18:00:00;17-01-2021 19:00:00;0.857;KWH
17-01-2021 19:00:00;17-01-2021 20:00:00;0.308;KWH
17-01-2021 20:00:00;17-01-2021 21:00:00;0.263;KWH
17-01-2021 21:00:00;17-01-2021 22:00:00;0.238;KWH
17-01-2021 22:00:00;17-01-2021 23:00:00;0.253;KWH
17-01-2021 23:00:00;18-01-2021 00:00:00;0.159;KWH
18-01-2021 00:00:00;18-01-2021 01:00:00;0.136;KWH
18-01-2021 01:00:00;18-01-2021 02:00:00;0.124;KWH
18-01-2021 02:00:00;18-01-2021 03:00:00;0.119;KWH
18-01-2021 03:00:00;18-01-2021 04:00:00;0.121;KWH
18-01-2021 04:00:00;18-01-2021 05:00:00;0.149;KWH
18-01-2021 05:00:00;18-01-2021 06:00:00;0.126;KWH
18-01-2021 06:00:00;18-01-2021 07:00:00;0.261;KWH
18-01-2021 07:00:00;18-01-2021 08:00:00;0.376;KWH
18-01-2021 08:00:00;18-01-2021 09:00:00;0.496;KWH
18-01-2021 09:00:00;18-01-2021 10:00:00;0.515;KWH
18-01-2021 10:00:00;18-01-2021 11:00:00;0.525;KWH
18-01-2021 11:00:00;18-01-2021 12:00:00;0.293;KWH
18-01-2021 12:00:00;18-01-2021 13:00:00;0.196;KWH
18-01-2021 13:00:00;18-01-2021 14:00:00;0.24;KWH
18-01-2021 14:00:00;18-01-2021 15:00:00;0.326;KWH
18-01-2021 15:00:00;18-01-2021 16:00:00;0.578;KWH
18-01-2021 16:00:00;18-01-2021 17:00:00;0.472;KWH
18-01-2021 17:00:00;18-01-2021 18:00:00;0.71;KWH
18-01-2021 18:00:00;18-01-2021 19:00:00;1.025;KWH
18-01-2021 19:00:00;18-01-2021 20:00:00;1.042;KWH
18-01-2021 20:00:00;18-01-2021 21:00:00;0.549;KWH
18-01-2021 21:00:00;18-01-2021 22:00:00;0.38;KWH
18-01-2021 22:00:00;18-01-2021 23:00:00;0.198;KWH
18-01-2021 23:00:00;19-01-2021 00:00:00;0.135;KWH
19-01-2021 00:00:00;19-01-2021 01:00:00;0.124;KWH
19-01-2021 01:00:00;19-01-2021 02:00:00;0.124;KWH
19-01-2021 02:00:00;19-01-2021 03:00:00;0.126;KWH
19-01-2021 03:00:00;19-01-2021 04:00:00;0.128;KWH
19-01-2021 04:00:00;19-01-2021 05:00:00;0.162;KWH
19-01-2021 05:00:00;19-01-2021 06:00:00;0.124;KWH
19-01-2021 06:00:00;19-01-2021 07:00:00;0.249;KWH
19-01-2021 07:00:00;19-01-2021 08:00:00;0.458;KWH
19-01-2021 08:00:00;19-01-2021 09:00:00;0.454;KWH
19-01-2021 09:00:00;19-01-2021 10:00:00;0.341;KWH
