Fra_dato;Til_dato;Maengde;Maaleenhed
23-07-2020 11:00:00;23-07-2020 12:00:00;0.09;KWH
23-07-2020 12:00:00;23-07-2020 13:00:00;0.08;KWH
23-07-2020 13:00:00;23-07-2020 14:00:00;0.135;KWH
23-07-2020 14:00:00;23-07-2020 15:00:00;0.084;KWH
23-07-2020 15:00:00;23-07-2020 16:00:00;0.077;KWH
23-07-2020 16:00:00;23-07-2020 17:00:00;0.217;KWH
23-07-2020 17:00:00;23-07-2020 18:00:00;0.266;KWH
23-07-2020 18:00:00;23-07-2020 19:00:00;0.143;KWH
23-07-2020 19:00:00;23-07-2020 20:00:00;0.167;KWH
23-07-2020 20:00:00;23-07-2020 21:00:00;0.165;KWH
23-07-2020 21:00:00;23-07-2020 22:00:00;0.179;KWH
23-07-2020 22:00:00;23-07-2020 23:00:00;0.394;KWH
23-07-2020 23:00:00;24-07-2020 00:00:00;0.531;KWH
24-07-2020 00:00:00;24-07-2020 01:00:00;0.088;KWH
24-07-2020 01:00:00;24-07-2020 02:00:00;0.086;KWH
24-07-2020 02:00:00;24-07-2020 03:00:00;0.086;KWH
24-07-2020 03:00:00;24-07-2020 04:00:00;0.078;KWH
24-07-2020 04:00:00;24-07-2020 05:00:00;0.077;KWH
24-07-2020 05:00:00;24-07-2020 06:00:00;0.09;KWH
24-07-2020 06:00:00;24-07-2020 07:00:00;0.28;KWH
24-07-2020 07:00:00;24-07-2020 08:00:00;0.134;KWH
24-07-2020 08:00:00;24-07-2020 09:00:00;0.2;KWH
24-07-2020 09:00:00;24-07-2020 10:00:00;0.123;KWH
24-07-2020 10:00:00;24-07-2020 11:00:00;0.138;KWH
24-07-2020 11:00:00;24-07-2020 12:00:00;0.079;KWH
24-07-2020 12:00:00;24-07-2020 13:00:00;0.128;KWH
24-07-2020 13:00:00;24-07-2020 14:00:00;0.13;KWH
24-07-2020 14:00:00;24-07-2020 15:00:00;0.085;KWH
24-07-2020 15:00:00;24-07-2020 16:00:00;0.087;KWH
24-07-2020 16:00:00;24-07-2020 17:00:00;0.748;KWH
24-07-2020 17:00:00;24-07-2020 18:00:00;0.972;KWH
24-07-2020 18:00:00;24-07-2020 19:00:00;0.196;KWH
24-07-2020 19:00:00;24-07-2020 20:00:00;0.19;KWH
24-07-2020 20:00:00;24-07-2020 21:00:00;0.16;KWH
24-07-2020 21:00:00;24-07-2020 22:00:00;0.209;KWH
24-07-2020 22:00:00;24-07-2020 23:00:00;0.169;KWH
24-07-2020 23:00:00;25-07-2020 00:00:00;0.085;KWH
25-07-2020 00:00:00;25-07-2020 01:00:00;0.08;KWH
25-07-2020 01:00:00;25-07-2020 02:00:00;0.081;KWH
25-07-2020 02:00:00;25-07-2020 03:00:00;0.085;KWH
25-07-2020 03:00:00;25-07-2020 04:00:00;0.072;KWH
25-07-2020 04:00:00;25-07-2020 05:00:00;0.066;KWH
25-07-2020 05:00:00;25-07-2020 06:00:00;0.078;KWH
25-07-2020 06:00:00;25-07-2020 07:00:00;0.082;KWH
25-07-2020 07:00:00;25-07-2020 08:00:00;0.634;KWH
25-07-2020 08:00:00;25-07-2020 09:00:00;0.672;KWH
25-07-2020 09:00:00;25-07-2020 10:00:00;0.742;KWH
25-07-2020 10:00:00;25-07-2020 11:00:00;0.276;KWH
25-07-2020 11:00:00;25-07-2020 12:00:00;0.271;KWH
25-07-2020 12:00:00;25-07-2020 13:00:00;0.314;KWH
25-07-2020 13:00:00;25-07-2020 14:00:00;0.161;KWH
25-07-2020 14:00:00;25-07-2020 15:00:00;0.16;KWH
25-07-2020 15:00:00;25-07-2020 16:00:00;0.083;KWH
25-07-2020 16:00:00;25-07-2020 17:00:00;0.085;KWH
25-07-2020 17:00:00;25-07-2020 18:00:00;0.203;KWH
25-07-2020 18:00:00;25-07-2020 19:00:00;1.072;KWH
25-07-2020 19:00:00;25-07-2020 20:00:00;0.374;KWH
25-07-2020 20:00:00;25-07-2020 21:00:00;0.183;KWH
25-07-2020 21:00:00;25-07-2020 22:00:00;0.181;KWH
25-07-2020 22:00:00;25-07-2020 23:00:00;0.128;KWH
25-07-2020 23:00:00;26-07-2020 00:00:00;0.078;KWH
26-07-2020 00:00:00;26-07-2020 01:00:00;0.086;KWH
26-07-2020 01:00:00;26-07-2020 02:00:00;0.085;KWH
26-07-2020 02:00:00;26-07-2020 03:00:00;0.084;KWH
26-07-2020 03:00:00;26-07-2020 04:00:00;0.075;KWH
26-07-2020 04:00:00;26-07-2020 05:00:00;0.071;KWH
26-07-2020 05:00:00;26-07-2020 06:00:00;0.084;KWH
26-07-2020 06:00:00;26-07-2020 07:00:00;0.081;KWH
26-07-2020 07:00:00;26-07-2020 08:00:00;0.231;KWH
26-07-2020 08:00:00;26-07-2020 09:00:00;0.421;KWH
26-07-2020 09:00:00;26-07-2020 10:00:00;0.561;KWH
26-07-2020 10:00:00;26-07-2020 11:00:00;0.123;KWH
26-07-2020 11:00:00;26-07-2020 12:00:00;0.443;KWH
26-07-2020 12:00:00;26-07-2020 13:00:00;0.865;KWH
26-07-2020 13:00:00;26-07-2020 14:00:00;0.238;KWH
26-07-2020 14:00:00;26-07-2020 15:00:00;0.12;KWH
26-07-2020 15:00:00;26-07-2020 16:00:00;0.093;KWH
26-07-2020 16:00:00;26-07-2020 17:00:00;0.5;KWH
26-07-2020 17:00:00;26-07-2020 18:00:00;0.109;KWH
26-07-2020 18:00:00;26-07-2020 19:00:00;0.201;KWH
26-07-2020 19:00:00;26-07-2020 20:00:00;0.344;KWH
26-07-2020 20:00:00;26-07-2020 21:00:00;0.191;KWH
26-07-2020 21:00:00;26-07-2020 22:00:00;0.326;KWH
26-07-2020 22:00:00;26-07-2020 23:00:00;0.216;KWH
26-07-2020 23:00:00;27-07-2020 00:00:00;0.211;KWH
27-07-2020 00:00:00;27-07-2020 01:00:00;0.073;KWH
27-07-2020 01:00:00;27-07-2020 02:00:00;0.087;KWH
27-07-2020 02:00:00;27-07-2020 03:00:00;0.08;KWH
27-07-2020 03:00:00;27-07-2020 04:00:00;0.079;KWH
27-07-2020 04:00:00;27-07-2020 05:00:00;0.079;KWH
27-07-2020 05:00:00;27-07-2020 06:00:00;0.07;KWH
27-07-2020 06:00:00;27-07-2020 07:00:00;0.088;KWH
27-07-2020 07:00:00;27-07-2020 08:00:00;0.126;KWH
27-07-2020 08:00:00;27-07-2020 09:00:00;0.132;KWH
27-07-2020 09:00:00;27-07-2020 10:00:00;0.239;KWH
27-07-2020 10:00:00;27-07-2020 11:00:00;0.502;KWH
27-07-2020 11:00:00;27-07-2020 12:00:00;0.625;KWH
27-07-2020 12:00:00;27-07-2020 13:00:00;0.156;KWH
27-07-2020 13:00:00;27-07-2020 14:00:00;0.1;KWH
27-07-2020 14:00:00;27-07-2020 15:00:00;0.14;KWH
27-07-2020 15:00:00;27-07-2020 16:00:00;0.225;KWH
27-07-2020 16:00:00;27-07-2020 17:00:00;0.172;KWH
27-07-2020 17:00:00;27-07-2020 18:00:00;0.316;KWH
27-07-2020 18:00:00;27-07-2020 19:00:00;0.223;KWH
27-07-2020 19:00:00;27-07-2020 20:00:00;0.194;KWH
27-07-2020 20:00:00;27-07-2020 21:00:00;0.182;KWH
27-07-2020 21:00:00;27-07-2020 22:00:00;0.394;KWH
27-07-2020 22:00:00;27-07-2020 23:00:00;0.388;KWH
27-07-2020 23:00:00;28-07-2020 00:00:00;0.392;KWH
28-07-2020 00:00:00;28-07-2020 01:00:00;0.081;KWH
28-07-2020 01:00:00;28-07-2020 02:00:00;0.08;KWH
28-07-2020 02:00:00;28-07-2020 03:00:00;0.079;KWH
28-07-2020 03:00:00;28-07-2020 04:00:00;0.061;KWH
28-07-2020 04:00:00;28-07-2020 05:00:00;0.083;KWH
28-07-2020 05:00:00;28-07-2020 06:00:00;0.076;KWH
28-07-2020 06:00:00;28-07-2020 07:00:00;0.076;KWH
28-07-2020 07:00:00;28-07-2020 08:00:00;1.066;KWH
28-07-2020 08:00:00;28-07-2020 09:00:00;0.195;KWH
28-07-2020 09:00:00;28-07-2020 10:00:00;0.113;KWH
28-07-2020 10:00:00;28-07-2020 11:00:00;0.079;KWH
28-07-2020 11:00:00;28-07-2020 12:00:00;0.081;KWH
28-07-2020 12:00:00;28-07-2020 13:00:00;0.078;KWH
28-07-2020 13:00:00;28-07-2020 14:00:00;0.124;KWH
28-07-2020 14:00:00;28-07-2020 15:00:00;0.14;KWH
28-07-2020 15:00:00;28-07-2020 16:00:00;0.082;KWH
28-07-2020 16:00:00;28-07-2020 17:00:00;0.082;KWH
28-07-2020 17:00:00;28-07-2020 18:00:00;0.429;KWH
28-07-2020 18:00:00;28-07-2020 19:00:00;0.255;KWH
28-07-2020 19:00:00;28-07-2020 20:00:00;0.19;KWH
28-07-2020 20:00:00;28-07-2020 21:00:00;0.154;KWH
28-07-2020 21:00:00;28-07-2020 22:00:00;0.169;KWH
28-07-2020 22:00:00;28-07-2020 23:00:00;0.137;KWH
28-07-2020 23:00:00;29-07-2020 00:00:00;0.105;KWH
29-07-2020 00:00:00;29-07-2020 01:00:00;0.09;KWH
29-07-2020 01:00:00;29-07-2020 02:00:00;0.084;KWH
29-07-2020 02:00:00;29-07-2020 03:00:00;0.082;KWH
29-07-2020 03:00:00;29-07-2020 04:00:00;0.08;KWH
29-07-2020 04:00:00;29-07-2020 05:00:00;0.084;KWH
29-07-2020 05:00:00;29-07-2020 06:00:00;0.085;KWH
29-07-2020 06:00:00;29-07-2020 07:00:00;0.084;KWH
29-07-2020 07:00:00;29-07-2020 08:00:00;0.19;KWH
29-07-2020 08:00:00;29-07-2020 09:00:00;0.251;KWH
29-07-2020 09:00:00;29-07-2020 10:00:00;0.276;KWH
29-07-2020 10:00:00;29-07-2020 11:00:00;0.436;KWH
29-07-2020 11:00:00;29-07-2020 12:00:00;0.086;KWH
29-07-2020 12:00:00;29-07-2020 13:00:00;0.08;KWH
29-07-2020 13:00:00;29-07-2020 14:00:00;0.082;KWH
29-07-2020 14:00:00;29-07-2020 15:00:00;0.081;KWH
29-07-2020 15:00:00;29-07-2020 16:00:00;0.081;KWH
29-07-2020 16:00:00;29-07-2020 17:00:00;0.072;KWH
29-07-2020 17:00:00;29-07-2020 18:00:00;0.088;KWH
29-07-2020 18:00:00;29-07-2020 19:00:00;0.079;KWH
29-07-2020 19:00:00;29-07-2020 20:00:00;0.072;KWH
29-07-2020 20:00:00;29-07-2020 21:00:00;0.191;KWH
29-07-2020 21:00:00;29-07-2020 22:00:00;0.138;KWH
29-07-2020 22:00:00;29-07-2020 23:00:00;0.171;KWH
29-07-2020 23:00:00;30-07-2020 00:00:00;0.082;KWH
30-07-2020 00:00:00;30-07-2020 01:00:00;0.075;KWH
30-07-2020 01:00:00;30-07-2020 02:00:00;0.073;KWH
30-07-2020 02:00:00;30-07-2020 03:00:00;0.056;KWH
30-07-2020 03:00:00;30-07-2020 04:00:00;0.079;KWH
30-07-2020 04:00:00;30-07-2020 05:00:00;0.065;KWH
30-07-2020 05:00:00;30-07-2020 06:00:00;0.069;KWH
30-07-2020 06:00:00;30-07-2020 07:00:00;0.076;KWH
30-07-2020 07:00:00;30-07-2020 08:00:00;0.117;KWH
30-07-2020 08:00:00;30-07-2020 09:00:00;0.259;KWH
30-07-2020 09:00:00;30-07-2020 10:00:00;0.108;KWH
30-07-2020 10:00:00;30-07-2020 11:00:00;0.117;KWH
30-07-2020 11:00:00;30-07-2020 12:00:00;0.084;KWH
30-07-2020 12:00:00;30-07-2020 13:00:00;0.126;KWH
30-07-2020 13:00:00;30-07-2020 14:00:00;0.12;KWH
30-07-2020 14:00:00;30-07-2020 15:00:00;0.077;KWH
30-07-2020 15:00:00;30-07-2020 16:00:00;0.073;KWH
30-07-2020 16:00:00;30-07-2020 17:00:00;0.072;KWH
30-07-2020 17:00:00;30-07-2020 18:00:00;0.708;KWH
30-07-2020 18:00:00;30-07-2020 19:00:00;0.601;KWH
30-07-2020 19:00:00;30-07-2020 20:00:00;0.269;KWH
30-07-2020 20:00:00;30-07-2020 21:00:00;0.163;KWH
30-07-2020 21:00:00;30-07-2020 22:00:00;0.167;KWH
30-07-2020 22:00:00;30-07-2020 23:00:00;0.118;KWH
30-07-2020 23:00:00;31-07-2020 00:00:00;0.076;KWH
31-07-2020 00:00:00;31-07-2020 01:00:00;0.072;KWH
31-07-2020 01:00:00;31-07-2020 02:00:00;0.07;KWH
31-07-2020 02:00:00;31-07-2020 03:00:00;0.071;KWH
31-07-2020 03:00:00;31-07-2020 04:00:00;0.07;KWH
31-07-2020 04:00:00;31-07-2020 05:00:00;0.071;KWH
31-07-2020 05:00:00;31-07-2020 06:00:00;0.07;KWH
31-07-2020 06:00:00;31-07-2020 07:00:00;0.109;KWH
31-07-2020 07:00:00;31-07-2020 08:00:00;0.657;KWH
31-07-2020 08:00:00;31-07-2020 09:00:00;0.134;KWH
31-07-2020 09:00:00;31-07-2020 10:00:00;0.081;KWH
31-07-2020 10:00:00;31-07-2020 11:00:00;0.435;KWH
31-07-2020 11:00:00;31-07-2020 12:00:00;0.099;KWH
31-07-2020 12:00:00;31-07-2020 13:00:00;0.457;KWH
31-07-2020 13:00:00;31-07-2020 14:00:00;0.076;KWH
31-07-2020 14:00:00;31-07-2020 15:00:00;0.075;KWH
31-07-2020 15:00:00;31-07-2020 16:00:00;0.054;KWH
31-07-2020 16:00:00;31-07-2020 17:00:00;0.079;KWH
31-07-2020 17:00:00;31-07-2020 18:00:00;0.075;KWH
31-07-2020 18:00:00;31-07-2020 19:00:00;0.175;KWH
31-07-2020 19:00:00;31-07-2020 20:00:00;0.1;KWH
31-07-2020 20:00:00;31-07-2020 21:00:00;0.152;KWH
31-07-2020 21:00:00;31-07-2020 22:00:00;0.136;KWH
31-07-2020 22:00:00;31-07-2020 23:00:00;0.16;KWH
31-07-2020 23:00:00;01-08-2020 00:00:00;0.116;KWH
01-08-2020 00:00:00;01-08-2020 01:00:00;0.072;KWH
01-08-2020 01:00:00;01-08-2020 02:00:00;0.096;KWH
01-08-2020 02:00:00;01-08-2020 03:00:00;0.077;KWH
01-08-2020 03:00:00;01-08-2020 04:00:00;0.074;KWH
01-08-2020 04:00:00;01-08-2020 05:00:00;0.073;KWH
01-08-2020 05:00:00;01-08-2020 06:00:00;0.072;KWH
01-08-2020 06:00:00;01-08-2020 07:00:00;0.073;KWH
01-08-2020 07:00:00;01-08-2020 08:00:00;0.076;KWH
01-08-2020 08:00:00;01-08-2020 09:00:00;0.074;KWH
01-08-2020 09:00:00;01-08-2020 10:00:00;0.106;KWH
01-08-2020 10:00:00;01-08-2020 11:00:00;0.08;KWH
01-08-2020 11:00:00;01-08-2020 12:00:00;0.076;KWH
01-08-2020 12:00:00;01-08-2020 13:00:00;0.203;KWH
01-08-2020 13:00:00;01-08-2020 14:00:00;0.229;KWH
01-08-2020 14:00:00;01-08-2020 15:00:00;0.227;KWH
01-08-2020 15:00:00;01-08-2020 16:00:00;0.231;KWH
01-08-2020 16:00:00;01-08-2020 17:00:00;0.229;KWH
01-08-2020 17:00:00;01-08-2020 18:00:00;0.149;KWH
01-08-2020 18:00:00;01-08-2020 19:00:00;0.08;KWH
01-08-2020 19:00:00;01-08-2020 20:00:00;0.074;KWH
01-08-2020 20:00:00;01-08-2020 21:00:00;0.185;KWH
01-08-2020 21:00:00;01-08-2020 22:00:00;0.161;KWH
01-08-2020 22:00:00;01-08-2020 23:00:00;0.127;KWH
01-08-2020 23:00:00;02-08-2020 00:00:00;0.077;KWH
02-08-2020 00:00:00;02-08-2020 01:00:00;0.088;KWH
02-08-2020 01:00:00;02-08-2020 02:00:00;0.155;KWH
02-08-2020 02:00:00;02-08-2020 03:00:00;0.064;KWH
02-08-2020 03:00:00;02-08-2020 04:00:00;0.078;KWH
02-08-2020 04:00:00;02-08-2020 05:00:00;0.073;KWH
02-08-2020 05:00:00;02-08-2020 06:00:00;0.072;KWH
02-08-2020 06:00:00;02-08-2020 07:00:00;0.072;KWH
02-08-2020 07:00:00;02-08-2020 08:00:00;0.072;KWH
02-08-2020 08:00:00;02-08-2020 09:00:00;0.629;KWH
02-08-2020 09:00:00;02-08-2020 10:00:00;0.361;KWH
02-08-2020 10:00:00;02-08-2020 11:00:00;0.09;KWH
02-08-2020 11:00:00;02-08-2020 12:00:00;0.212;KWH
02-08-2020 12:00:00;02-08-2020 13:00:00;0.237;KWH
02-08-2020 13:00:00;02-08-2020 14:00:00;0.32;KWH
02-08-2020 14:00:00;02-08-2020 15:00:00;0.76;KWH
02-08-2020 15:00:00;02-08-2020 16:00:00;0.512;KWH
02-08-2020 16:00:00;02-08-2020 17:00:00;0.535;KWH
02-08-2020 17:00:00;02-08-2020 18:00:00;0.988;KWH
02-08-2020 18:00:00;02-08-2020 19:00:00;0.326;KWH
02-08-2020 19:00:00;02-08-2020 20:00:00;0.182;KWH
02-08-2020 20:00:00;02-08-2020 21:00:00;0.178;KWH
02-08-2020 21:00:00;02-08-2020 22:00:00;0.182;KWH
02-08-2020 22:00:00;02-08-2020 23:00:00;0.108;KWH
02-08-2020 23:00:00;03-08-2020 00:00:00;0.079;KWH
03-08-2020 00:00:00;03-08-2020 01:00:00;0.076;KWH
03-08-2020 01:00:00;03-08-2020 02:00:00;0.079;KWH
03-08-2020 02:00:00;03-08-2020 03:00:00;0.084;KWH
03-08-2020 03:00:00;03-08-2020 04:00:00;0.081;KWH
03-08-2020 04:00:00;03-08-2020 05:00:00;0.075;KWH
03-08-2020 05:00:00;03-08-2020 06:00:00;0.074;KWH
03-08-2020 06:00:00;03-08-2020 07:00:00;0.14;KWH
03-08-2020 07:00:00;03-08-2020 08:00:00;0.392;KWH
03-08-2020 08:00:00;03-08-2020 09:00:00;0.116;KWH
03-08-2020 09:00:00;03-08-2020 10:00:00;0.422;KWH
03-08-2020 10:00:00;03-08-2020 11:00:00;0.085;KWH
03-08-2020 11:00:00;03-08-2020 12:00:00;0.074;KWH
03-08-2020 12:00:00;03-08-2020 13:00:00;0.07;KWH
03-08-2020 13:00:00;03-08-2020 14:00:00;0.105;KWH
03-08-2020 14:00:00;03-08-2020 15:00:00;0.134;KWH
03-08-2020 15:00:00;03-08-2020 16:00:00;0.149;KWH
03-08-2020 16:00:00;03-08-2020 17:00:00;0.459;KWH
03-08-2020 17:00:00;03-08-2020 18:00:00;0.957;KWH
03-08-2020 18:00:00;03-08-2020 19:00:00;0.177;KWH
03-08-2020 19:00:00;03-08-2020 20:00:00;0.103;KWH
03-08-2020 20:00:00;03-08-2020 21:00:00;0.167;KWH
03-08-2020 21:00:00;03-08-2020 22:00:00;0.176;KWH
03-08-2020 22:00:00;03-08-2020 23:00:00;0.156;KWH
03-08-2020 23:00:00;04-08-2020 00:00:00;0.091;KWH
04-08-2020 00:00:00;04-08-2020 01:00:00;0.082;KWH
04-08-2020 01:00:00;04-08-2020 02:00:00;0.072;KWH
04-08-2020 02:00:00;04-08-2020 03:00:00;0.072;KWH
04-08-2020 03:00:00;04-08-2020 04:00:00;0.071;KWH
04-08-2020 04:00:00;04-08-2020 05:00:00;0.074;KWH
04-08-2020 05:00:00;04-08-2020 06:00:00;0.072;KWH
04-08-2020 06:00:00;04-08-2020 07:00:00;0.128;KWH
04-08-2020 07:00:00;04-08-2020 08:00:00;0.111;KWH
04-08-2020 08:00:00;04-08-2020 09:00:00;0.146;KWH
04-08-2020 09:00:00;04-08-2020 10:00:00;0.195;KWH
04-08-2020 10:00:00;04-08-2020 11:00:00;0.216;KWH
04-08-2020 11:00:00;04-08-2020 12:00:00;0.209;KWH
04-08-2020 12:00:00;04-08-2020 13:00:00;0.644;KWH
04-08-2020 13:00:00;04-08-2020 14:00:00;0.213;KWH
04-08-2020 14:00:00;04-08-2020 15:00:00;0.26;KWH
04-08-2020 15:00:00;04-08-2020 16:00:00;0.372;KWH
04-08-2020 16:00:00;04-08-2020 17:00:00;0.198;KWH
04-08-2020 17:00:00;04-08-2020 18:00:00;0.781;KWH
04-08-2020 18:00:00;04-08-2020 19:00:00;0.609;KWH
04-08-2020 19:00:00;04-08-2020 20:00:00;0.583;KWH
04-08-2020 20:00:00;04-08-2020 21:00:00;0.331;KWH
04-08-2020 21:00:00;04-08-2020 22:00:00;0.17;KWH
04-08-2020 22:00:00;04-08-2020 23:00:00;0.132;KWH
04-08-2020 23:00:00;05-08-2020 00:00:00;0.082;KWH
05-08-2020 00:00:00;05-08-2020 01:00:00;0.076;KWH
05-08-2020 01:00:00;05-08-2020 02:00:00;0.077;KWH
05-08-2020 02:00:00;05-08-2020 03:00:00;0.076;KWH
05-08-2020 03:00:00;05-08-2020 04:00:00;0.076;KWH
05-08-2020 04:00:00;05-08-2020 05:00:00;0.081;KWH
05-08-2020 05:00:00;05-08-2020 06:00:00;0.074;KWH
05-08-2020 06:00:00;05-08-2020 07:00:00;0.134;KWH
05-08-2020 07:00:00;05-08-2020 08:00:00;0.209;KWH
05-08-2020 08:00:00;05-08-2020 09:00:00;0.267;KWH
05-08-2020 09:00:00;05-08-2020 10:00:00;0.223;KWH
05-08-2020 10:00:00;05-08-2020 11:00:00;0.237;KWH
05-08-2020 11:00:00;05-08-2020 12:00:00;0.091;KWH
05-08-2020 12:00:00;05-08-2020 13:00:00;0.079;KWH
05-08-2020 13:00:00;05-08-2020 14:00:00;0.078;KWH
05-08-2020 14:00:00;05-08-2020 15:00:00;0.084;KWH
05-08-2020 15:00:00;05-08-2020 16:00:00;0.078;KWH
05-08-2020 16:00:00;05-08-2020 17:00:00;0.078;KWH
05-08-2020 17:00:00;05-08-2020 18:00:00;0.079;KWH
05-08-2020 18:00:00;05-08-2020 19:00:00;0.078;KWH
05-08-2020 19:00:00;05-08-2020 20:00:00;0.194;KWH
05-08-2020 20:00:00;05-08-2020 21:00:00;0.159;KWH
05-08-2020 21:00:00;05-08-2020 22:00:00;0.179;KWH
05-08-2020 22:00:00;05-08-2020 23:00:00;0.105;KWH
05-08-2020 23:00:00;06-08-2020 00:00:00;0.065;KWH
06-08-2020 00:00:00;06-08-2020 01:00:00;0.086;KWH
06-08-2020 01:00:00;06-08-2020 02:00:00;0.077;KWH
06-08-2020 02:00:00;06-08-2020 03:00:00;0.078;KWH
06-08-2020 03:00:00;06-08-2020 04:00:00;0.076;KWH
06-08-2020 04:00:00;06-08-2020 05:00:00;0.077;KWH
06-08-2020 05:00:00;06-08-2020 06:00:00;0.076;KWH
06-08-2020 06:00:00;06-08-2020 07:00:00;0.171;KWH
06-08-2020 07:00:00;06-08-2020 08:00:00;0.073;KWH
06-08-2020 08:00:00;06-08-2020 09:00:00;0.071;KWH
06-08-2020 09:00:00;06-08-2020 10:00:00;0.07;KWH
06-08-2020 10:00:00;06-08-2020 11:00:00;0.073;KWH
06-08-2020 11:00:00;06-08-2020 12:00:00;0.076;KWH
06-08-2020 12:00:00;06-08-2020 13:00:00;0.077;KWH
06-08-2020 13:00:00;06-08-2020 14:00:00;0.077;KWH
06-08-2020 14:00:00;06-08-2020 15:00:00;0.079;KWH
06-08-2020 15:00:00;06-08-2020 16:00:00;0.082;KWH
06-08-2020 16:00:00;06-08-2020 17:00:00;0.524;KWH
06-08-2020 17:00:00;06-08-2020 18:00:00;1.043;KWH
06-08-2020 18:00:00;06-08-2020 19:00:00;0.111;KWH
06-08-2020 19:00:00;06-08-2020 20:00:00;0.157;KWH
06-08-2020 20:00:00;06-08-2020 21:00:00;0.164;KWH
06-08-2020 21:00:00;06-08-2020 22:00:00;0.151;KWH
06-08-2020 22:00:00;06-08-2020 23:00:00;0.198;KWH
06-08-2020 23:00:00;07-08-2020 00:00:00;0.081;KWH
07-08-2020 00:00:00;07-08-2020 01:00:00;0.075;KWH
07-08-2020 01:00:00;07-08-2020 02:00:00;0.075;KWH
07-08-2020 02:00:00;07-08-2020 03:00:00;0.075;KWH
07-08-2020 03:00:00;07-08-2020 04:00:00;0.077;KWH
07-08-2020 04:00:00;07-08-2020 05:00:00;0.074;KWH
07-08-2020 05:00:00;07-08-2020 06:00:00;0.074;KWH
07-08-2020 06:00:00;07-08-2020 07:00:00;0.171;KWH
07-08-2020 07:00:00;07-08-2020 08:00:00;0.491;KWH
07-08-2020 08:00:00;07-08-2020 09:00:00;0.461;KWH
07-08-2020 09:00:00;07-08-2020 10:00:00;0.075;KWH
07-08-2020 10:00:00;07-08-2020 11:00:00;0.075;KWH
07-08-2020 11:00:00;07-08-2020 12:00:00;0.076;KWH
07-08-2020 12:00:00;07-08-2020 13:00:00;0.078;KWH
07-08-2020 13:00:00;07-08-2020 14:00:00;0.078;KWH
07-08-2020 14:00:00;07-08-2020 15:00:00;0.139;KWH
07-08-2020 15:00:00;07-08-2020 16:00:00;0.095;KWH
07-08-2020 16:00:00;07-08-2020 17:00:00;0.172;KWH
07-08-2020 17:00:00;07-08-2020 18:00:00;0.362;KWH
07-08-2020 18:00:00;07-08-2020 19:00:00;0.246;KWH
07-08-2020 19:00:00;07-08-2020 20:00:00;0.196;KWH
07-08-2020 20:00:00;07-08-2020 21:00:00;0.317;KWH
07-08-2020 21:00:00;07-08-2020 22:00:00;0.251;KWH
07-08-2020 22:00:00;07-08-2020 23:00:00;0.509;KWH
07-08-2020 23:00:00;08-08-2020 00:00:00;0.149;KWH
08-08-2020 00:00:00;08-08-2020 01:00:00;0.44;KWH
08-08-2020 01:00:00;08-08-2020 02:00:00;0.085;KWH
08-08-2020 02:00:00;08-08-2020 03:00:00;0.089;KWH
08-08-2020 03:00:00;08-08-2020 04:00:00;0.083;KWH
08-08-2020 04:00:00;08-08-2020 05:00:00;0.079;KWH
08-08-2020 05:00:00;08-08-2020 06:00:00;0.076;KWH
08-08-2020 06:00:00;08-08-2020 07:00:00;0.912;KWH
08-08-2020 07:00:00;08-08-2020 08:00:00;1.062;KWH
08-08-2020 08:00:00;08-08-2020 09:00:00;0.687;KWH
08-08-2020 09:00:00;08-08-2020 10:00:00;0.174;KWH
08-08-2020 10:00:00;08-08-2020 11:00:00;0.098;KWH
08-08-2020 11:00:00;08-08-2020 12:00:00;0.113;KWH
08-08-2020 12:00:00;08-08-2020 13:00:00;0.438;KWH
08-08-2020 13:00:00;08-08-2020 14:00:00;0.75;KWH
08-08-2020 14:00:00;08-08-2020 15:00:00;0.109;KWH
08-08-2020 15:00:00;08-08-2020 16:00:00;0.114;KWH
08-08-2020 16:00:00;08-08-2020 17:00:00;0.111;KWH
08-08-2020 17:00:00;08-08-2020 18:00:00;0.16;KWH
08-08-2020 18:00:00;08-08-2020 19:00:00;0.279;KWH
08-08-2020 19:00:00;08-08-2020 20:00:00;0.127;KWH
08-08-2020 20:00:00;08-08-2020 21:00:00;0.149;KWH
08-08-2020 21:00:00;08-08-2020 22:00:00;0.199;KWH
08-08-2020 22:00:00;08-08-2020 23:00:00;0.21;KWH
08-08-2020 23:00:00;09-08-2020 00:00:00;0.212;KWH
09-08-2020 00:00:00;09-08-2020 01:00:00;0.097;KWH
09-08-2020 01:00:00;09-08-2020 02:00:00;0.111;KWH
09-08-2020 02:00:00;09-08-2020 03:00:00;0.096;KWH
09-08-2020 03:00:00;09-08-2020 04:00:00;0.09;KWH
09-08-2020 04:00:00;09-08-2020 05:00:00;0.087;KWH
09-08-2020 05:00:00;09-08-2020 06:00:00;0.078;KWH
09-08-2020 06:00:00;09-08-2020 07:00:00;0.079;KWH
09-08-2020 07:00:00;09-08-2020 08:00:00;0.081;KWH
09-08-2020 08:00:00;09-08-2020 09:00:00;0.108;KWH
09-08-2020 09:00:00;09-08-2020 10:00:00;0.078;KWH
09-08-2020 10:00:00;09-08-2020 11:00:00;0.138;KWH
09-08-2020 11:00:00;09-08-2020 12:00:00;0.148;KWH
09-08-2020 12:00:00;09-08-2020 13:00:00;0.18;KWH
09-08-2020 13:00:00;09-08-2020 14:00:00;0.179;KWH
